"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Imperial Bourbon BA Stout","Imperial Stout",1.111,1.028,12.29,53.3,50
"Stout for Aging","Imperial Stout",1.104,1.02,11.04,74.14,50
"Grandpa's GC Stout Mk2","Irish Stout",1.047,1.014,4.37,29.57,30.79
"RIS + Pump","Imperial Stout",1.093,1.021,9.5,92.57,40.91
"Small Stout","Irish Stout",1.044,1.011,4.3,38.47,39.08
"The Dark Pumpkin","Foreign Extra Stout",1.067,1.017,6.61,37.13,34.72
"Tavern Stout","Irish Stout",1.042,1.01,4.1,44.74,26.31
"Irish Stout","Irish Stout",1.055,1.01,5.87,43.99,50
"GS V.04","Russian Imperial Stout",1.124,1.03,12.34,43.46,50
"Chocolate milk stout","Sweet Stout",1.045,1.011,4.41,28.03,38.32
"Mint Chocolate Stout","Sweet Stout",1.061,1.018,5.71,33.77,33.85
"Prvomajski Prvi Stout (No11)","Sweet Stout",1.06,1.015,5.8,28.21,42.75
"G30 Edinburgh Export Stout 1851","Foreign Extra Stout",1.095,1.03,8.6,52.05,47.6
"Stalin's Stout","Imperial Stout",1.099,1.024,9.84,64.14,34.96
"Sum L Jack","Sweet Stout",1.051,1.01,5.29,35.1,20.08
"The Machine - Russian Imperial Stout","Imperial Stout",1.076,1.015,8.12,54.72,34.21
"BW Milk (Stout)","Sweet Stout",1.059,1.015,5.83,0,15.91
"Imperial stout #2. 1","Russian Imperial Stout",1.09,1.02,9.15,80.38,42.91
"Yak N Yetti","Sweet Stout",1.066,1.018,6.23,51.47,39.46
"Smoky Stout","Sweet Stout",1.061,1.014,6.21,43.83,34.73
"Founders Kentucky Breakfast Stout Clone","Imperial Stout",1.099,1.017,10.73,56.21,50
"Awesome Recipe","Sweet Stout",1.055,1.018,4.91,32.51,32.36
"16A1: Sweet Stout (Fruit)","Sweet Stout",1.052,1.014,4.92,31.48,36.29
"DRY STOUT#1","Irish Stout",11.0444,2.83811,4.37,23.16,37.99
"What A Stout Bob! (GB)","Sweet Stout",1.07,1.019,6.6,35.85,35.98
"Russian Imperial Stout","Russian Imperial Stout",1.079,1.018,8.09,70.47,47.23
"R&C Toasted Oatmeal Milk Stout","Sweet Stout",1.059,1.02,5.05,23.87,31.7
"Boris","Russian Imperial Stout",1.102,1.029,9.64,66.48,50
"Awesome Recipe","Dry Stout",1.041,1.009,4.29,35.6,37.68
"The Black Monk","Imperial Stout",1.095,1.023,9.5,44.88,32.32
"Stouts McGee","Imperial Stout",1.095,1.026,8.99,57.37,38.03
"Lira de Dublin","Irish Stout",1.041,1.007,4.42,31.88,26.83
"Queen Lillian Imperial Stout","Russian Imperial Stout",1.105,1.028,10.06,102.74,40
"Mother May I Have Another Oatmeal Milk Stout...","Sweet Stout",1.069,1.028,5.37,39.34,36.01
"#5 Stout vanille bourbon","Sweet Stout",1.059,1.015,5.77,36.16,33.36
"Irish stout 7-2016","Irish Stout",1.051,1.01,5.35,32.3,35.25
"Irish Stout","Irish Stout",1.04,1.011,3.74,38.47,32.86
"Vanilla oak RIS","Russian Imperial Stout",1.099,1.026,9.55,105.18,50
"Bounty Hunter","Imperial Stout",1.073,1.015,7.65,62.51,50
"Homebrewers Roundtable RIS","Imperial Stout",1.095,1.026,9.1,61.05,31.33
"Sweet Stout","Sweet Stout",1.068,1.021,6.51,29.09,43.92
"Chocolate Mint Invalid Milk Stout (Whitbread...","Sweet Stout",1.058,1.02,4.97,31.29,36.52
"88 -  Coffee Stout Porter","Sweet Stout",1.045,1.009,4.79,24.15,44.71
"Bekm¯rk","Russian Imperial Stout",1.096,1.027,8.98,49.47,50
"Rob's GABF 2014 Oatmeal Stout w Toasted Coco...","Sweet Stout",1.053,1.012,5.35,41.55,37.72
"Captn' Kleggs Mind Eraser","Imperial Stout",1.098,1.019,10.4,89.57,38.41
"Dry Stout","Dry Stout",1.048,1.011,4.87,44.8,39.11
"Czar","Imperial Stout",16.3527,5.51927,5.93,0,47.67
"Irish Stout","Irish Stout",1.044,1.011,4.36,27.85,39.05
"Porter","Dry Stout",1.053,1.013,5.26,0,22.3
"Bone Idle stout","Irish Stout",1.067,1.018,6.55,36.08,48.81
"Coffee milk stout","Sweet Stout",1.063,1.021,5.45,23.09,39.84
"My Stout","Foreign Extra Stout",1.051,1.016,4.67,4.73,17.46
"Vanilla impy","Russian Imperial Stout",1.127,1.038,11.62,45.49,50
"Imperial Stout","Imperial Stout",1.085,1.027,7.49,62.48,36.64
"106 - Golden Naked Stout - 26-11-17","Sweet Stout",1.051,1.012,5.12,27.76,39.56
"Mikkeller Stout clone","Dry Stout",12.2828,3.05208,4.94,38.98,33.02
"Breakfast stout","Sweet Stout",1.074,1.014,7.82,0,50
"Irish Stout Curso","Irish Stout",1.044,1.01,4.37,34.71,27.95
"MdM Sweet Stout","Sweet Stout",12.6543,3.97069,4.78,26.53,30.02
"Black Hole Sun (Stout)","Imperial Stout",1.096,1.022,9.68,62.22,50
"Dry Irish Stout","Irish Stout",1.04,1.009,4.06,41.97,36.18
"SCOUT STOUT","Sweet Stout",1.071,1.024,6.16,34.73,41.48
"Awesome Recipe","Dry Stout",1.052,1.012,5.21,39.46,36.67
"Sweet Stout","Sweet Stout",1.055,1.02,4.56,53.66,31.42
"Stout #1","Sweet Stout",1.078,1.025,6.96,0,29.34
"CCCP","Russian Imperial Stout",1.09,1.017,9.52,104.69,31.43
"Foreign Coffee Stout","Foreign Extra Stout",1.082,1.019,8.25,63.65,50
"Nothing Fancy Milk Chocolate Stout","Sweet Stout",1.055,1.012,5.61,21.89,34.62
"SpeedyPeter ImpStout","Imperial Stout",1.08,1.022,7.67,46.45,42.16
"Morning Coffee with Cinnamon Creamer","Sweet Stout",1.075,1.026,6.46,32.32,40
"Coffee stout","Russian Imperial Stout",1.076,1.015,8.05,63.82,37.58
"Empty Bin Stout","Imperial Stout",1.113,1.028,11.14,84.12,50
"C stout small","Irish Stout",1.044,1.011,4.36,26.08,32.27
"T¯rr Irsk Staut","Irish Stout",1.048,1.014,4.49,32.51,32.22
"BYO Murphy's-Style Dry Stout (orig)","Irish Stout",1.04,1.01,3.99,35.6,35.4
"Dublin Dry Stout","Irish Stout",1.05,1.01,5.26,25.81,35.26
"Stout","Sweet Stout",1.053,1.015,4.99,53.24,32.12
"Stout Cascade 110417","Dry Stout",1.072,1.018,7.12,44.07,50
"Chocolate-Vanilla-Coffee-Milk Stout","Russian Imperial Stout",1.108,1.018,11.76,52.74,37.82
"Leif Inge Impstout","Imperial Stout",1.079,1.014,8.45,57.02,34.76
"Vanilla Lactose Mead","Sweet Stout",1.079,1.01,9.08,9.01,3.56
"New Religion Milk Stout","Sweet Stout",1.058,1.014,5.72,26.19,38.86
"15B: Irish Stout","Irish Stout",1.043,1.011,4.24,36.72,31.55
"Murphy's Pub Draught Clone","Irish Stout",1.038,1.007,4.04,34.33,32.85
"Imperial Darkness Stout","Imperial Stout",1.099,1.028,9.24,55.94,37.77
"Dark Chocolate","Russian Imperial Stout",1.1,1.014,11.25,58.59,33.88
"Improvised milk stout","Sweet Stout",1.061,1.019,5.48,40.01,23.83
"Ris2","Imperial Stout",1.115,1.024,12.02,83.04,49.12
"Mexican chocolate stout","Dry Stout",1.075,1.016,7.75,69.51,42.23
"N¯gne ÿ God Jul +","Imperial Stout",1.096,1.023,9.59,32.25,26.74
"Eggnog Milk Stout","Sweet Stout",1.052,1.016,4.79,28.34,39.63
"Russian Ass Kicker","Russian Imperial Stout",1.094,1.018,10.02,76.77,50
"Imperial Chocolate Coffee Milk Stout","Imperial Stout",1.112,1.028,11.05,62.52,39.29
"Tricentennial Stout","Russian Imperial Stout",1.11,1.029,10.69,130.68,50
"Roasted Pumpkin","Imperial Stout",1.084,1.023,8.04,66.03,37.22
"SchuBrew Stout at the Devil 2017","Imperial Stout",1.114,1.027,11.48,81.45,37.9
"Dry Irish Stout","Irish Stout",1.05,1.014,4.69,38.47,50
"Masterful Dunk Oreo Stout - Extract","Imperial Stout",1.102,1.029,9.53,45.02,37.97
"OLD Bearded Stout","Dry Stout",1.077,1.018,7.69,98.57,31.63
"Cream Stout","Sweet Stout",1.048,1.014,4.47,29.62,35.96
"RIS2","Imperial Stout",1.1,1.025,9.83,106.1,50
"Rainbows & unicorn farts vanilla stout","Russian Imperial Stout",1.09,1.017,9.52,53.9,35.43
"Coal Shovel Stout","Irish Stout",1.067,1.02,6.16,39.09,50
"RIS","Russian Imperial Stout",1.116,1.029,11.39,58.2,50
"Brewer's Best Milk Stout","Sweet Stout",1.058,1.02,4.9,36.71,38.11
"Espresso Imperial Stout","Imperial Stout",1.102,1.032,9.16,68.88,32.93
"Witch's Solstice Brew - TCB","Imperial Stout",1.074,1.023,6.75,46.72,33.41
"Imperial Stout","Imperial Stout",1.076,1.016,7.88,64.71,38.48
"ST18 Cerveza  De Malto Seca","Dry Stout",1.044,1.01,4.46,42.8,36.87
"Hostiva?sk˝ Stout","Tropical Stout",1.074,1.019,7.31,39.67,37.64
"Russian Imperial Stout","Russian Imperial Stout",1.09,1.021,9.16,69.9,38.05
"Renegade Stout","Sweet Stout",1.054,1.015,5.15,13.22,40.93
"RIBS4","Russian Imperial Stout",1.085,1.008,10.78,74.34,42.13
"American  Stout","Dry Stout",1.05,1.014,4.72,39.6,19.2
"Dragon Silk","Imperial Stout",1.093,1.012,10.72,57.14,34.93
"Krampus","Sweet Stout",1.062,1.014,6.32,26.31,47.36
"Yeti Imperial Stout (Great Divide Clone)","Imperial Stout",1.09,1.019,9.27,80.91,50
"Coconut Dark Matter RIS","Imperial Stout",1.112,1.018,12.37,155.07,50
"BarrelFinal 1/3","Imperial Stout",1.091,1.017,9.65,81.56,46.19
"White Chocolate Blond Stout","Sweet Stout",1.054,1.016,4.96,28.8,5.19
"Extra Stout","Foreign Extra Stout",1.069,1.013,7.28,42.75,30.46
"Awesome Recipe","Russian Imperial Stout",1.092,1.029,8.35,0,36.47
"Prueba Imperial Stout","Imperial Stout",1.098,1.029,8.97,61.04,35.44
"STOUT","Dry Stout",1.061,1.015,6.03,33.07,39.54
"MRT_201707_MILKSTOUT","Sweet Stout",1.065,1.021,5.84,21.16,42
"Milkyway","Sweet Stout",1.063,1.022,5.5,35.93,37.55
"New Guinness Clone","Irish Stout",1.048,1.013,4.62,41.97,37.96
"Stout trial 1","Sweet Stout",1.066,1.013,6.92,31.12,50
"MlÌ??·k","Sweet Stout",1.07,1.02,6.62,26.17,39.63
"Udder Darkness","Sweet Stout",1.068,1.021,6.1,41.31,50
"Stout","Dry Stout",1.052,1.013,5.12,37.81,30.72
"Noobie Milk Stout","Sweet Stout",1.06,1.019,5.45,27.43,38.4
"Guinness","Dry Stout",1.042,1.013,3.85,44.24,34.38
"Mad Boris Russian Imperial Stout","Russian Imperial Stout",1.101,1.017,11.04,76.75,47.62
"Leche Negra","Sweet Stout",1.052,1.017,4.61,21.1,37.96
"Bourbon Barrel Aged Vanilla Bean Coffee Stou...","Imperial Stout",1.11,1.029,10.68,31.86,43.44
"M¯rketidslandet","Russian Imperial Stout",1.128,1.013,15.07,58.41,42.84
"Milk Stout","Sweet Stout",1.068,1.019,6.53,29.26,41.06
"Harvest Stout","Imperial Stout",1.072,1.02,6.92,24.4,45.23
"Hazelnut sweet stout","Sweet Stout",1.06,1.017,5.66,45.69,33.07
"Nitrous Stout","Dry Stout",1.048,1.009,5.01,38.47,33.85
"South Paw Stout TKO","Dry Stout",1.101,1.024,10.1,40.5,50
"Smoked Butterscotch Imperial Porter","Imperial Stout",1.085,1.023,8.79,30.53,39.8
"Founders Breakfast Stout","Russian Imperial Stout",1.076,1.019,7.51,58.51,50
"Irish stout","Irish Stout",1.044,1.011,4.29,35.28,34.01
"Dragon Silk","Imperial Stout",1.096,1.016,10.47,56.13,34.58
"Han Gammelsjur","Imperial Stout",1.074,1.02,7,46.84,49.98
"Chocolate Orange Stout","Dry Stout",1.068,1.029,5.07,0,27.77
"Imperial Stout with Vanilla and TCHO Nibs...","Imperial Stout",1.085,1.018,8.8,66.77,29.63
"30072016","Sweet Stout",1.051,1.011,5.27,20.33,40.99
"Angington","Foreign Extra Stout",1.057,1.016,5.4,20.8,14.57
"Irish Dry Stout","Irish Stout",1.042,1.008,4.43,26.33,32.05
"Fireside","Russian Imperial Stout",1.112,1.022,11.89,115.35,50
"Kjeller 5 Pepperkakehus - Jule¯l","Foreign Extra Stout",1.074,1.018,7.34,38.3,30.3
"Daniel gifter seg","Irish Stout",1.046,1.011,4.61,44.67,34.9
"Stout Base","Irish Stout",1.043,1.011,4.27,0,24.98
"Snowtiger Imperial Stout","Russian Imperial Stout",1.08,1.018,8.06,90.6,45.11
"Chocolillo Colonial","Sweet Stout",1.095,1.029,8.58,25.99,50
"Ye olde ragamuffin","Russian Imperial Stout",1.092,1.022,9.22,100.2,40.23
"Fiam Fiam 2 (Imperial - Oat Stout)","Imperial Stout",1.098,1.028,9.12,63.97,37.59
"Cocoa Pebble Stout","Sweet Stout",1.064,1.024,5.19,38.1,41.8
"WB Chocolate Coffee Stout","Sweet Stout",1.05,1.009,5.27,36.02,35.64
"LÊkker Lakrids (Vanilla Whisper) IMPSTOUT...","Imperial Stout",1.108,1.032,9.99,46.78,50
"Nightside #1","Irish Extra Stout",1.061,1.015,6.05,35.18,36.89
"Deez Coconutz Stout","Sweet Stout",1.058,1.017,5.43,34.63,36.44
"Mikellar Coffee Stout Clone","Dry Stout",1.071,1.016,7.19,118.68,50
"Mamma's Milk Coffee Stout","Imperial Stout",1.067,1.022,5.94,39.64,41.58
"Stout! Quick!","Imperial Stout",1.122,1.05,9.44,64.1,50
"Stout","Sweet Stout",1.06,1.021,5.11,24.42,50
"Homebrew winner receipe","Imperial Stout",1.095,1.02,9.88,107.51,35.09
"Sm'Oaked Vanilla Stout","Imperial Stout",1.108,1.02,11.43,55.94,50
"Club RIS","Russian Imperial Stout",1.092,1.023,9.09,56.9,50
"Chocolate milk stout","Sweet Stout",1.061,1.025,4.68,11.25,40.34
"Culver City Stout","Dry Stout",1.044,1.011,4.37,29.81,41.78
"Stout","Dry Stout",1.054,1.014,5.35,48.33,40.23
"Awesome Recipe","Russian Imperial Stout",1.089,1.021,9.01,0,46.81
"Rogers Russian Stout","Imperial Stout",1.083,1.014,9.04,73.15,31.59
"Sour Imperial Stout","Imperial Stout",1.084,1.017,8.87,0,45.4
"Shadow Bear Stowaway","Dry Stout",1.049,1.01,5.08,25.89,34.53
"Ol' Trout Stout","Irish Stout",1.05,1.014,4.73,32.32,35.58
"Chocolate Onyx Stout","Dry Stout",1.066,1.011,7.18,11.11,24.81
"Sweet Stout Vernacula","Sweet Stout",1.056,1.018,5.03,37.58,44.66
"Chocolate Milk Stout","Sweet Stout",1.06,1.023,4.82,29.61,38.96
"Milk Chocolate Stout - Extract","Imperial Stout",1.084,1.027,7.46,25.94,50
"BYO Guinness-Style Dry Stout (orig)","Irish Stout",1.041,1.01,4.19,37.66,35.45
"STAUT2016","Dry Stout",1.049,1.012,4.84,31,47.45
"West Indies Porter","Foreign Extra Stout",1.067,1.02,6.28,34.84,34.59
"Black Pearl","Sweet Stout",1.049,1.013,4.82,35.45,39.96
"Just Below 10!","Russian Imperial Stout",1.113,1.022,11.98,84.79,50
"Great White Stout V3","Sweet Stout",1.073,1.014,7.73,24.74,11.99
"Milk Stout","Sweet Stout",1.052,1.013,5.12,38.89,36.36
"Imperial Stout","Russian Imperial Stout",1.096,1.024,9.39,78.58,39.49
"Alfalfera","Sweet Stout",1.057,1.014,5.68,26.53,31.98
"Vanilla Void IMPSTOUT","Imperial Stout",1.095,1.016,10.32,83.19,40
"Peanut Butta Chocloate Time","Imperial Stout",1.102,1.029,9.57,75.29,50
"Imperial Stout (BA)","Imperial Stout",1.098,1.034,8.47,125.69,50
"Light Dry stout","Dry Stout",1.037,1.007,3.92,34.1,20.35
"10 gal RIS","Imperial Stout",1.109,1.021,11.6,67.99,50
"Milk Chocolate Stout","Sweet Stout",1.052,1.013,5.17,18.89,31.41
"Gonna get stouted","Sweet Stout",1.052,1.016,4.79,29.64,32.58
"Old Tom clone","Sweet Stout",1.035,1.007,3.66,38.12,29.39
"Oaked Bourbon Vanilla Porter","Russian Imperial Stout",1.095,1.023,9.48,61.37,45.55
"Dark","Dry Stout",1.127,1.028,12.92,76.49,50
"Milk Stout","Sweet Stout",1.078,1.025,7.02,51.04,33.03
"Dracarys","Imperial Stout",1.09,1.014,9.89,64.55,48.22
"MAH - Dark Matter 2017","Imperial Stout",1.111,1.024,12.83,73.62,50
"Southern Dysfunctionality","Russian Imperial Stout",1.083,1.02,8.25,42.36,50
"Dry Irish Stout","Irish Stout",1.054,1.014,5.29,34.17,46.5
"Dry Irish Stout 2","Irish Stout",1.047,1.012,4.63,33.8,38.37
"Black 'oyl Event Horizon","Foreign Extra Stout",1.071,1.022,6.46,48.66,36.26
"Stout","Irish Stout",1.047,1.013,4.41,39.82,39
"SEMA Stout 2017","Russian Imperial Stout",1.098,1.023,9.75,55.46,50
"Chocolate stout","Irish Stout",1.049,1.016,4.31,26.59,33.53
"Oatmeal Dry Stout","Dry Stout",1.046,1.01,4.76,33.7,32.73
"Stout Camaarga","Foreign Extra Stout",1.061,1.017,5.75,30.04,37.68
"Club RIS","Russian Imperial Stout",1.087,1.021,8.63,84.82,50
"Pumpkin Spice Latte v2","Sweet Stout",1.07,1.018,7.31,37.24,36.49
"#22 Russian Imperial Stout","Russian Imperial Stout",1.113,1.025,11.63,30.55,50
"LunaAria Sweet Stout","Sweet Stout",1.083,1.023,7.97,41,44.41
"Chai chai chai","Sweet Stout",1.067,1.028,5.21,28.41,33.9
"Dry irish stout","Irish Stout",1.046,1.012,4.51,21.98,32
"Double X Stout","Russian Imperial Stout",1.087,1.023,8.37,54.25,43.05
"Whiskey Barrel Stout","Irish Stout",1.045,1.012,4.3,6.16,22.23
"Dry Irish Stout","Irish Stout",1.054,1.016,4.99,46.17,34.2
"Mark's cascade imperial stout","Imperial Stout",1.094,1.02,9.68,58.34,37.55
"The Chocolate Dragon 1.0","Russian Imperial Stout",1.084,1.022,8.83,63.29,35.68
"Imperial Stout","Imperial Stout",1.092,1.024,8.94,81.71,39.49
"Workshop Dark","Sweet Stout",1.067,1.013,7.08,22.56,22.44
"Twist&Stout","Dry Stout",1.042,1.008,4.51,36.1,39.17
"Irish extra stout","Foreign Extra Stout",1.06,1.015,5.87,38.72,48.63
"Russian imperial stot","Imperial Stout",1.073,1.02,6.98,45.67,29.83
"Imperial Bourbon Barrel Milk Stout","Imperial Stout",1.094,1.018,9.97,59.54,33.99
"Tar Pit Imperial Stout","Imperial Stout",1.082,1.018,8.38,42.55,47.71
"Spite Row Cocoa Vanilla Milk Stout III","Sweet Stout",15.5857,5.85044,5.32,27.73,33.32
"Dry stout","Dry Stout",13.0353,3.50861,5.12,38.91,39.43
"Sandhills Bomb","Russian Imperial Stout",1.115,1.027,11.57,95.79,50
"Guiness Draught Clone","Dry Stout",1.042,1.011,4.03,50.36,25.56
"Jet City Espresso Latte Stout","Dry Stout",1.062,1.016,6.13,32.02,39.65
"Black Beards Delight","Foreign Extra Stout",1.079,1.02,7.67,35.16,43.64
"Dry Oyster Stout","Irish Stout",1.043,1.01,4.33,37.35,30.5
"Sl·inte mhaith!","Irish Extra Stout",1.062,1.018,5.81,42.17,30.5
"Coffe Stout","Sweet Stout",1.068,1.021,6.27,24.73,40.3
"S'mores","Sweet Stout",1.05,1.012,4.97,23.8,37.12
"Awesome Recipe","Sweet Stout",1.045,1.012,4.44,22.37,30.6
"Chocolate vanilla stout","Sweet Stout",1.072,1.021,6.62,46.99,41
"Kuku?ka co piwo czyni","Dry Stout",1.061,1.015,6.1,30.73,41.21
"Yazoo Sue Clone","Imperial Stout",1.082,1.024,7.67,96.23,39.36
"Oatmeal Stout","Irish Stout",1.038,1.008,3.99,36.32,22.77
"STOUT- Anastasia RIS","Russian Imperial Stout",1.09,1.024,8.74,69.55,50
"Affogato Milk Stout","Sweet Stout",1.068,1.025,5.69,24.56,40.26
"Barrelworks Project RIS","Imperial Stout",1.109,1.025,11.08,79.68,50
"Blakesley's Imperial Stout - small batch","Imperial Stout",1.109,1.028,10.64,83.2,50
"New Stout","Sweet Stout",1.053,1.015,5.01,20.63,32.66
"Three shades","Dry Stout",1.051,1.013,5.01,47.78,32.73
"Hypothetical Mk.III","Russian Imperial Stout",1.135,1.041,12.42,32.52,45.09
"Dry Irish Stout Small Batch Recipe Kit","Irish Stout",1.042,1.011,4.13,48.51,3.86
"St. Patty's Irish Stout","Irish Stout",1.044,1.011,4.34,46.17,38.21
"Logans Stout","Imperial Stout",1.097,1.026,9.39,113.84,50
"Castaic Oatmeal Stout","Imperial Stout",1.088,1.023,8.55,89.52,47.69
"#025 PINKMAGGIT Brewing JUDGEMENT DAY","Russian Imperial Stout",1.12,1.022,12.91,60.09,50
"Dry stout","Irish Stout",1.047,1.012,4.67,31.1,41.47
"STOUT","Foreign Extra Stout",1.059,1.011,6.38,45.23,50
"Maggie's leap","Sweet Stout",1.063,1.023,5.25,29.23,47.14
"Sweet Wheat Stout","Sweet Stout",1.059,1.013,6.01,36.42,31.65
"Muddy Magpie Chocolate Cream Porter","Foreign Extra Stout",1.064,1.015,6.53,30.83,47.3
"Hot and Heavy","Russian Imperial Stout",1.094,1.024,9.27,75.46,50
"12 - 2017 Club RIS","Russian Imperial Stout",1.093,1.023,9.11,84.42,48.59
"RayGun","Imperial Stout",1.103,1.025,10.26,34.33,42.22
"Awesome Recipe","Russian Imperial Stout",1.085,1.016,9,69.73,39.9
"SkÂpstˆmningsstout","Imperial Stout",1.089,1.019,9.1,64.34,50
"Brewers Anonymous Barrel Project","Imperial Stout",1.123,1.031,12.11,79.92,50
"Rainbow cookie 12 g collect","Imperial Stout",1.072,1.019,6.96,63.26,47.33
"NOLIExtra Stout","Foreign Extra Stout",1.064,1.014,6.79,59.03,37.56
"Maplebon stout","Russian Imperial Stout",1.089,1.015,9.65,57.34,42.85
"Spartan Series - Knights of Olympus","Russian Imperial Stout",1.08,1.017,8.36,74.76,47.37
"Nutty Niggas","Sweet Stout",1.073,1.018,7.17,14.16,40
"Atalaya Cafe&Leche Stout","Sweet Stout",1.064,1.02,5.99,30,38.51
"BBA 7 layer chocolate cake","Russian Imperial Stout",1.105,1.023,10.77,73.62,50
"Milky Way Mocha Stout","Sweet Stout",1.062,1.021,5.37,56.25,47.25
"2017 - 07/25/17 - 1860 Truman Double Export ...","Foreign Extra Stout",16.1515,3.98678,6.62,88.87,34.93
"Poached pidgeon imperial stout","Imperial Stout",1.098,1.025,9.69,75.65,50
"Dry Stout","Irish Stout",1.041,1.009,4.19,41.97,33.96
"Dry Rye Stout","Irish Stout",1.039,1.008,4.01,35.26,30.81
"First Time Chocolate Stout","Sweet Stout",1.057,1.013,5.78,28.9,36.93
"First Stout","Dry Stout",1.048,1.011,4.81,34.52,26.97
"Russian Imperial Stout","Imperial Stout",1.113,1.038,9.84,96.12,50
"O'HopDawg Dry Stout","Dry Stout",1.048,1.013,4.62,47.71,37.3
"Left Hand Milk Stout - adapted to Deception...","Sweet Stout",1.074,1.022,6.79,38.03,41.99
"Mark's Divine Stout (Tokyo Twist)","Imperial Stout",1.135,1.001,17.67,100.55,50
"Strange House in the Snow","Imperial Stout",1.094,1.025,9.06,94.93,49.5
"Founders Breakfast Stout","Imperial Stout",1.084,1.021,8.22,69.22,48.77
"Tommys milk stout","Sweet Stout",1.052,1.015,4.8,32.62,37.28
"RIS-WIP","Russian Imperial Stout",1.1,1.019,10.61,64.19,26.97
"Imperial Stout","Imperial Stout",1.116,1.023,12.31,79.9,50
"Milk Stout","Sweet Stout",11.3666,3.58744,4.16,47.35,29.54
"Milk Stout","Sweet Stout",1.048,1.009,5.09,26.83,39.76
"Buffalo Sweat 9/4","Sweet Stout",1.06,1.017,5.63,21.4,31.41
"Old Rasputin Extract","Russian Imperial Stout",1.088,1.015,9.58,83.47,41.32
"Simple Milk Stout","Sweet Stout",1.056,1.018,4.98,27.5,35.81
"Milk Stout (Left Hand Clone)","Sweet Stout",1.06,1.016,5.74,26.44,37.52
"Hibernated Gremlin","Russian Imperial Stout",1.105,1.029,9.98,46.53,48.37
"Breakfast Stout & PB Marshmallow Stout","Imperial Stout",1.095,1.018,10,56.52,50
"Flavour Before Fire Stout","Dry Stout",1.074,1.014,7.82,21.18,39.32
"Gingerbread Stout Clone","Sweet Stout",1.117,1.037,10.59,38.87,40.1
"Bakke Brygg LakrisStout 25","Foreign Extra Stout",1.065,1.016,6.45,44.49,47.36
"Irish Stout (orig)","Irish Stout",1.036,1.009,3.56,40.05,36.61
"Old Rasputin Clone","Russian Imperial Stout",1.092,1.022,9.25,91.2,37.96
"Saturngittarius stout","Russian Imperial Stout",1.082,1.02,8.15,52.16,39.26
"Milk Stout  Espresso/chocolate","Sweet Stout",1.053,1.014,5.03,0,3.17
"Et helvetes paradoks","Russian Imperial Stout",1.101,1.022,10.28,82.03,49.42
"Old Collusion","Imperial Stout",1.087,1.022,8.52,107.34,33.61
"Coffee Blackout Stout","Russian Imperial Stout",1.102,1.023,10.3,85.63,50
"Awesome Recipe","Sweet Stout",1.058,1.015,5.75,0,33.18
"Irish Stout","Dry Stout",1.044,1.011,4.34,33.12,32.81
"We Must Be Brave","Imperial Stout",1.092,1.021,10.13,97.67,37.47
"Imperial Oat Stout v2","Russian Imperial Stout",1.091,1.022,9.04,70.57,24.49
"OLD RASPUTIN","Imperial Stout",1.099,1.018,10.58,101.14,34.74
"Courage Russian imperial Stout #2","Imperial Stout",1.109,1.029,10.48,80.65,50
"Kjeller 5 Stout Stout Sto ut 50l","Foreign Extra Stout",1.065,1.017,6.37,37.58,42.18
"Sweet Stout - Use","Sweet Stout",1.063,1.014,6.35,36.93,44.37
"Mc Amanda","Dry Stout",1.041,1.007,4.49,33.36,31.95
"Barrel Aged Stout 2nd half","Imperial Stout",1.107,1.028,10.44,156.23,50
"American Stout","Russian Imperial Stout",1.08,1.014,8.73,53.66,37.38
"Russian Imperial Stout - Use","Russian Imperial Stout",1.117,1.031,11.38,129.22,50
"Milk Stout","Sweet Stout",1.059,1.022,4.81,24.32,30.8
"Milk Stout","Sweet Stout",1.06,1.018,5.53,0,36.17
"Dry Irish Stout","Irish Stout",1.043,1.011,4.28,34.38,34.15
"Chocolate Stout","Sweet Stout",1.052,1.013,5.15,14.17,46.49
"Frankie's Sweetheart","Sweet Stout",1.056,1.02,4.62,27.4,37.72
"Irish Stout 9-23-17","Irish Stout",1.053,1.01,5.58,38.47,38.25
"The Stout","Irish Stout",1.044,1.013,4.05,38.72,30.93
"Breakfast Stout","Dry Stout",1.069,1.017,6.83,72.04,50
"Dry Stout","Irish Stout",1.039,1.008,4.02,43.28,37.3
"Awesome Recipe","Foreign Extra Stout",1.063,1.016,6.17,61.84,31.93
"MILK STOUT 1 Gal","Sweet Stout",1.057,1.022,4.61,27.01,42.98
"Black 1","Irish Stout",1.052,1.022,3.9,39.86,34.9
"FNBC - RIS","Russian Imperial Stout",1.107,1.013,12.35,96.8,50
"Witchhunt","Imperial Stout",1.089,1.018,9.32,93.01,42.83
"Drought Stout","Foreign Extra Stout",1.064,1.017,6.29,34.48,44.12
"Clone - YETI","Imperial Stout",1.09,1.021,9.06,102.02,44.3
"Sweet Stout","Sweet Stout",1.07,1.018,6.82,56.66,39.71
"Dry stout","Dry Stout",1.049,1.014,4.55,23.89,30.88
"Sweet Princes","Sweet Stout",1.079,1.021,7.55,26.25,23.16
"Dry Irish Stout","Irish Stout",1.048,1.012,4.7,31.41,34.72
"Bakke Brygg Double Stout 20 l","Russian Imperial Stout",1.078,1.019,7.67,57.24,40
